CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LANGUAGE_KEY,LOAD_TIME
SGP,7196,Shay Gap,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-20.50113,120.11138,2,
SGQ,7197,Sanggata,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-6.32458,106.67076,2,
SGT,7198,Stuttgart,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,36.53858815,-84.9582772,2,
SGU,7199,Saint George,US,US_UT,U.S.A.,USA,NAME,Utah,North America,AM,America,1,37.10976,-113.5833,2,
SGV,7200,Sierra Grande,AR,AR_RN,Argentina,ARG,SAME,Rio Negro,South America,AM,America,1,-41.605351,-65.3568775,2,
SGW,7201,Saginaw Bay,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,43.4194,-83.94652,2,
SGX,7202,Songea,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-10.6787282,35.6483576,2,
SGY,7203,Skagway,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,59.46031,-135.30853,2,
SGZ,7204,Songkhla,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,7.1973429,100.593205,2,
SHB,7205,Nakashibetsu,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,43.5551604,144.9716731,2,
SHC,7206,Shire,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,14.102432,38.282521,2,
SHD,7207,Staunton,US,US_VA,U.S.A.,USA,NAME,Virginia,North America,AM,America,1,38.15001,-79.07272,2,
SHE,7208,Shenyang,CN,CNLIA,China,CHN,NEAS,Liaoning,North East Asia,AS,Asia,1,41.8026095,123.4279105,2,
SHF,7209,Shihezi,CN,CNHEB,China,CHN,NEAS,Hebei,North East Asia,AS,Asia,1,44.3017013,86.0775574,2,
SHG,7210,Shungnak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,66.88627,-157.13759,2,
SHH,7211,Shishmaref,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,66.25616,-166.07265,2,
SHI,7212,Shimojishima,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,36.189643,140.169906,2,
SHK,7213,Sehonghong,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.4989116,29.2991253,2,
SHL,7214,Umroi,IN,INMEG,India,IND,SASI,Meghalaya,South Asia,AS,Asia,1,25.713886,92.0396547,2,
SHM,7215,Shirahama,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,33.6779962,135.3669663,2,
SHN,7216,Shelton,US,US_WA,U.S.A.,USA,NAME,Washington,North America,AM,America,1,47.21248,-123.10565,2,
SHQ,7217,Southport,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-27.9687807,153.4066696,2,
SHR,7218,Sheridan,US,US_WY,U.S.A.,USA,NAME,Wyoming,North America,AM,America,1,44.79792,-106.95587,2,
SHT,7219,Shepparton,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-36.381072,145.3993172,2,
SHU,7220,Smith Point,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-37.5533832,147.3478314,2,
SHW,7221,Sharurah,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,17.491225,47.1126055,2,
SHX,7222,Shageluk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,62.65522,-159.52996,2,
SHY,7223,Shinyanga,TZ,,Tanzania,TZA,SAFR,,Subsaharan Africa,AF,Africa,1,-3.6562049,33.4271153,2,
SHZ,7224,Seshutes,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.6039276,28.3350201,2,
SIA,7225,Xian,CN,CNSHA,China,CHN,NEAS,Shaanxi,North East Asia,AS,Asia,1,38.1904931,116.1191021,2,
SIB,7226,Sibiti,CG,,Congo,COG,SAFR,,Subsaharan Africa,AF,Africa,1,-3.6850291,13.3510357,2,
SIC,7227,San Jose Island,PA,,Panama,PAN,CAME,,Central America,AM,America,1,37.23995,-121.7967,2,
SID,7228,Sal,CV,,Cape Verde,CPV,SAFR,,Subsaharan Africa,AF,Africa,1,16.72045565,-22.93867613,2,
SIE,7229,Sines,PT,,Portugal,PRT,SEUR,,Southern Europe,EU,Europe,1,37.956549,-8.8689639,2,
SIF,7230,Simara,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,27.1604122,84.9765794,2,
SJU,7231,San Juan,PR,,Puerto Rico,PRI,CRBN,,Caribbean,AM,America,1,18.44382,-66.07056,2,
SIH,7232,Silgarhi Doti,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,29.25924,80.94039,2,
SII,7233,Sidi Ifni,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,29.3791253,-10.1715632,2,
SIJ,7234,Siglufjordur,IS,,Iceland,ISL,NEUR,,Northern Europe,EU,Europe,1,66.1504928,-18.9096279,2,
SIK,7235,Sikeston,US,US_MO,U.S.A.,USA,NAME,Missouri,North America,AM,America,1,35.14726,-107.851446,2,
SIL,7236,Sila,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.2377121,145.7912127,2,
SIM,7237,Simbai,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.2737428,144.5438307,2,
SIO,7238,Smithton,AU,AUTAS,Australia,AUS,OCEA,Tasmania,Oceania,OC,Oceania,1,-40.8415455,145.1282245,2,
SIP,7239,Simferopol,UA,,Ukraine,UKR,EEUR,,Central/Eastern Europe,EU,Europe,1,44.9521459,34.1024858,2,
SIQ,7240,Singkep,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-0.4921824,104.5653221,2,
SIR,7241,Sion,CH,,Switzerland,CHE,WEUR,,Western Europe,EU,Europe,1,46.2311749,7.3588795,2,
SIS,7242,Sishen,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-28.3818303,22.9644705,2,
SIT,7243,Sitka,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.8409595,-135.5188005,2,
SIU,7244,Siuna,NI,,Nicaragua,NIC,CAME,,Central America,AM,America,1,13.7341305,-84.7789494,2,
SIV,7245,Sullivan,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,39.09493,-87.40964,2,
SIW,7246,Sibisa,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,2.6048072,98.9627434,2,
SIX,7247,Singleton,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-32.5664044,151.1733972,2,
SIZ,7248,Sissano,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-3.0025179,142.0514247,2,
SJA,7249,San Juan,PE,,Peru,PER,SAME,,South America,AM,America,1,-8.6691267,-77.6263344,2,
SJB,7250,San Joaquin,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-16.3848069,-58.3942464,2,
SJD,7251,San Jose Cabo,MX,,Mexico,MEX,NAME,,North America,AM,America,1,23.0598364,-109.7025148,2,
SJE,7252,San Jose Del Gua,CO,,Colombia,COL,SAME,,South America,AM,America,1,6.25203,-75.60257,2,
SJF,7253,Saint John Island,VI,,US Virgin Islands,VIR,CRBN,,Caribbean,AM,America,1,47.25297,-68.59553,2,
SJG,7254,San Pedro Jagua,CO,,Colombia,COL,SAME,,South America,AM,America,1,4.6457216,-73.3232173,2,
SJH,7255,San Juan Del Cesar,CO,,Colombia,COL,SAME,,South America,AM,America,1,10.7681231,-73.0050581,2,
SJI,7256,San Jose,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,12.3529756,121.0663052,2,
SJJ,7257,Sarajevo,BA,,Bosnia and Herzegovina,BIH,SEUR,,Southern Europe,EU,Europe,1,43.8519774,18.3866868,2,
SJK,7258,Sao Jose dos Campos,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.1867782,-45.8854538,2,
SJL,7259,Sao Gabriel Cachoeira,BR,BR_AM,Brazil,BRA,SAME,Amazonas,South America,AM,America,1,-0.1249715,-67.0813855,2,
SJN,7260,Saint Johns,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,34.50676,-109.36559,2,
SJO,7261,San Jose,CR,,Costa Rica,CRI,CAME,,Central America,AM,America,1,9.9325427,-84.0795782,2,
SJP,7262,Sao Jose Do Rio Preto,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-20.8125851,-49.3804212,2,
SJQ,7263,Sesheke,ZM,,Zambia,ZMB,SAFR,,Subsaharan Africa,AF,Africa,1,-17.4809495,24.2944723,2,
SJR,7264,San Juan De Uraba,CO,,Colombia,COL,SAME,,South America,AM,America,1,8.7609887,-76.5283566,2,
SJS,7265,San Jose,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-15.8030031,-66.9978511,2,
SJT,7266,San Angelo,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,31.46183,-100.44256,2,
SJV,7267,San Javier,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-16.2739191,-62.5044287,2,
SJX,7268,Sartaneja,BZ,,Belize,BLZ,CAME,,Central America,AM,America,1,27.98101,-97.08744,2,
SJY,7269,Seinajoki,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,62.7954104,22.8442015,2,
SJZ,7270,Sao Jorge Island,PT,,Portugal,PRT,SEUR,,Southern Europe,EU,Europe,1,38.55082,-27.76735,2,
SKB,7271,Saint Kitts,KN,,Saint Kitts and Nevis,KNA,CRBN,,Caribbean,AM,America,1,17.31569295,-62.74468059,2,
SKC,7272,Suki,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,2,
SKD,7273,Samarkand,UZ,,Uzbekistan,UZB,EEUR,,Central/Eastern Europe,EU,Europe,1,39.6550017,66.9756954,2,
SKE,7274,Skien,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,59.2662883,9.531135448,2,
SKG,7275,Thessaloniki,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,40.6403167,22.9352716,2,
SKH,7276,Surkhet,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,28.64121,81.58637,2,
SKI,7277,Skikda,DZ,,Algeria,DZA,NAFR,,North Africa,AF,Africa,1,36.879882,6.907485,2,
SKK,7278,Shaktoolik,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,64.35485,-161.19275,2,
SKL,7279,Isle of Skye,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,57.36300795,-6.30217367,2,
SKM,7280,Skeldon,GY,,Guyana,GUY,SAME,,South America,AM,America,1,5.8847211,-57.1414117,2,
SKN,7281,Stokmarknes,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,68.5670003,14.9133484,2,
SKO,7282,Sokoto,NG,,Nigeria,NGA,SAFR,,Subsaharan Africa,AF,Africa,1,13.0610588,5.2373194,2,
SKP,7283,Skopje,MK,,Macedonia,MKD,SEUR,,Southern Europe,EU,Europe,1,41.9961816,21.4319213,2,
SKQ,7284,Sekakes,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,-29.6039276,28.3350201,2,
SKR,7285,Shakiso,ET,,Ethiopia,ETH,SAFR,,Subsaharan Africa,AF,Africa,1,5.7746802,38.9028468,2,
SKS,7286,Vojens,DK,,Denmark,DNK,NEUR,,Northern Europe,EU,Europe,1,55.2464268,9.3082416,2,
SKT,7287,Sialkot,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,32.4935378,74.5411575,2,
SKU,7288,Skiros,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,38.87304355,24.52447739,2,
SKV,7289,St Catherine,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,28.5675077,33.9535607,2,
SKW,7290,Skwentna,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.98412,-151.36625,2,
SKX,7291,Saransk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,54.18671,45.18383,2,
SKY,7292,Sandusky,US,US_OH,U.S.A.,USA,NAME,Ohio,North America,AM,America,1,36.6006147,-89.6423022,2,
SKZ,7293,Sukkur,PK,,Pakistan,PAK,SASI,,South Asia,AS,Asia,1,27.6961883,68.8588754,2,
SLA,7294,Salta,AR,AR_SA,Argentina,ARG,SAME,Salta,South America,AM,America,1,-24.7892946,-65.4103194,2,
SLB,7295,Storm Lake,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,42.64746,-95.20141,2,
SLC,7296,Salt Lake City,US,US_UT,U.S.A.,USA,NAME,Utah,North America,AM,America,1,28.4712463,-80.53942379,2,
SLD,7297,Sliac,SK,,Slovakia,SVK,EEUR,,Central/Eastern Europe,EU,Europe,1,48.6131806,19.1423663,2,
SLE,7298,Salem,US,US_OR,U.S.A.,USA,NAME,Oregon,North America,AM,America,1,36.1412424,-107.9898461,2,
SLF,7299,Sulayel,SA,,Saudi Arabia,SAU,MIDE,,Middle East,AS,Asia,1,25.36818,49.58791,2,
SLG,7300,Siloam Springs,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,36.18863,-94.54134,2,
SLH,7301,Sola,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-13.87483,167.549744,2,
SLI,7302,Solwezi,ZM,,Zambia,ZMB,SAFR,,Subsaharan Africa,AF,Africa,1,-12.1820553,26.3990713,2,
SLJ,7303,Solomon,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-33.23199635,136.3396367,2,
SLK,7304,Saranac Lake,US,US_NY,U.S.A.,USA,NAME,New York,North America,AM,America,1,44.32484,-74.13179,2,
SLL,7305,Salalah,OM,,Oman,OMN,MIDE,,Middle East,AS,Asia,1,17.0174945,54.1010923,2,
SLN,7306,Salina,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,38.84054,-97.6097,2,
SLO,7307,Salem,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,35.24754185,-120.6720726,2,
SLP,7308,San Luis Potosi,MX,,Mexico,MEX,NAME,,North America,AM,America,1,22.1516472,-100.9763993,2,
SLQ,7309,Sleetmute,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.70159,-157.16965,2,
SLR,7310,Sulphur Springs,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,33.13796,-95.60289,2,
SLS,7311,Silistra,BG,,Bulgaria,BGR,EEUR,,Central/Eastern Europe,EU,Europe,1,44.118308,27.2600031,2,
SLT,7312,Salida,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,42.08944245,-73.34043411,2,
SLU,7313,Saint Lucia,LC,,Saint Lucia,LCA,CRBN,,Caribbean,AM,America,1,13.90904385,-60.97792414,2,
SLV,7314,Shimla,IN,INHIM,India,IND,SASI,Himachal Pradesh,South Asia,AS,Asia,1,31.1041526,77.1709729,2,
SLW,7315,Saltillo,MX,,Mexico,MEX,NAME,,North America,AM,America,1,25.4230425,-100.9927509,2,
SLX,7316,Salt Cay,TC,,Turks and Caicos Islands,TCA,CRBN,,Caribbean,AM,America,1,21.32283945,-71.20779089,2,
SLY,7317,Salekhard,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,66.5375387,66.6157469,2,
SLZ,7318,Sao Luiz,BR,BR_MA,Brazil,BRA,SAME,Maranhao,South America,AM,America,1,-25.6132831,-53.8787424,2,
SMA,7319,Santa Maria (Azores),PT,,Portugal,PRT,SEUR,,Southern Europe,EU,Europe,1,39.01835,-9.15171,2,
SMB,7320,Cerro Sombrero,CL,,Chile,CHL,SAME,,South America,AM,America,1,-39.7555376,-72.3172367,2,
SMC,7321,Santa Maria,CO,,Colombia,COL,SAME,,South America,AM,America,1,10.9322703,-74.8240856,2,
SME,7322,Somerset,US,US_KY,U.S.A.,USA,NAME,Kentucky,North America,AM,America,1,37.09341,-84.60081,2,
SMG,7323,Santa Maria,PE,,Peru,PER,SAME,,South America,AM,America,1,-5.7964072,-76.0937655,2,
SMH,7324,Sapmanga,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.0754927,146.8104895,2,
SMI,7325,Samos,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,37.72461615,26.81929189,2,
SMJ,7326,Sim,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.7559429,146.9326045,2,
SMK,7327,Saint Michael,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,63.47347,-162.05205,2,
SML,7328,Stella Maris,BS,,Bahamas,BHS,CRBN,,Caribbean,AM,America,1,23.5747346,-75.2622218,2,
SMM,7329,Semporna,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,4.4790651,118.6118806,2,
SMN,7330,Salmon,US,US_ID,U.S.A.,USA,NAME,Idaho,North America,AM,America,1,45.17673,-113.89679,2,
SMO,7331,Santa Monica,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,34.01158,-118.49227,2,
SMP,7332,Stockholm,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,2,
SMQ,7333,Sampit,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.5389113,112.949389,2,
SMR,7334,Santa Marta,CO,,Colombia,COL,SAME,,South America,AM,America,1,11.2320944,-74.1950916,2,
SMS,7335,Sainte Marie,MG,,Madagascar,MDG,SAFR,,Subsaharan Africa,AF,Africa,1,-16.89791,49.92723,2,
SMT,7336,Sorriso,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-12.5444887,-55.7233972,2,
SMU,7337,Sheep Mountain,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,34.91835,-83.38954,2,
SMV,7338,Saint Moritz,CH,,Switzerland,CHE,WEUR,,Western Europe,EU,Europe,1,46.4978958,9.8392428,2,
SMW,7339,Smara,MA,,Morocco,MAR,NAFR,,North Africa,AF,Africa,1,26.7435827,-11.6645492,2,
SMX,7340,Santa Maria,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.20629405,-97.16795302,2,
SMY,7341,Simenti,SN,,Senegal,SEN,SAFR,,Subsaharan Africa,AF,Africa,1,13.0265587,-13.2936425,2,
SMZ,7342,Stoelmanseiland,SR,,Suriname,SUR,SAME,,South America,AM,America,1,4.3536281,-54.4208888,2,
SNA,7343,Santa Ana,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,43.9553163,-91.40938085,2,
SNB,7344,Snake Bay,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-35.5883105,150.3466551,2,
SNC,7345,Salinas,EC,,Ecuador,ECU,SAME,,South America,AM,America,1,-2.2079292,-80.967163,2,
SNE,7346,Sao Nicolau,CV,,Cape Verde,CPV,SAFR,,Subsaharan Africa,AF,Africa,1,16.58043185,-24.08861778,2,
SNF,7347,San Felipe,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,10.3394796,-68.7417033,2,
SNG,7348,San Ignacio De Velasco,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-16.3738881,-60.9598466,2,
SNH,7349,Stanthorpe,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-28.6559947,151.9338265,2,
SNI,7350,Sinoe,LR,,Liberia,LBR,SAFR,,Subsaharan Africa,AF,Africa,1,5.01111,-9.03889,2,
SNJ,7351,San Julian,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,22.6921413,-83.17164461,2,
SNK,7352,Snyder,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,32.71715,-100.91776,2,
SNL,7353,Shawnee,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,35.33269,-96.92485,2,
SNM,7354,San Ignacio De Moxos,BO,,Bolivia,BOL,SAME,,South America,AM,America,1,-14.99200045,-65.6409912,2,
SNO,7355,Sakon Nakhon,TH,,Thailand,THA,SEAS,,South East Asia,AS,Asia,1,17.1651224,104.1500731,2,
SNP,7356,Saint Paul Island,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,35.47022335,-97.54739016,2,
SNQ,7357,San Quintin,MX,,Mexico,MEX,NAME,,North America,AM,America,1,30.5613719,-115.938162,2,
SNR,7358,Saint Nazaire,FR,FRPAY,France,FRA,WEUR,Pays de la Loire,Western Europe,EU,Europe,1,47.2733517,-2.2138905,2,
SNS,7359,Salinas,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,36.67087,-121.65483,2,
SNT,7360,Sabana De Torres,CO,,Colombia,COL,SAME,,South America,AM,America,1,7.3939416,-73.4998859,2,
SNU,7361,Santa Clara,CU,,Cuba,CUB,CRBN,,Caribbean,AM,America,1,22.4065829,-79.9650993,2,
SNV,7362,Santa Elena,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,10.346183,-66.332252,2,
SNW,7363,Thandwe,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,18.4714061,94.37369771,2,
SNX,7364,Semnan,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,35.5834074,53.3882906,2,
SNY,7365,Sidney,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,39.776157,-91.3520924,2,
SOA,7366,Soc Trang,VN,,Vietnam,VNM,SEAS,,South East Asia,AS,Asia,1,9.6026724,105.9733211,2,
SOC,7367,Surakarta,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-7.5692489,110.828448,2,
SOD,7368,Sorocaba,BR,BR_SP,Brazil,BRA,SAME,Sao Paulo,South America,AM,America,1,-23.5003451,-47.4582864,2,
SOE,7369,Souanke,CG,,Congo,COG,SAFR,,Subsaharan Africa,AF,Africa,1,2.0609428,14.1323859,2,
SOG,7370,Sogndal,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,61.329791,6.720364762,2,
SOH,7371,Solita,CO,,Colombia,COL,SAME,,South America,AM,America,1,0.8767264,-75.6190438,2,
SOI,7372,South Molle Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-20.2683493,148.8384182,2,
SOJ,7373,Sorkjosen,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,69.7860232,20.9502985,2,
SOK,7374,Semongkong,LS,,Lesotho,LSO,SAFR,,Subsaharan Africa,AF,Africa,1,15.433352,106.122746,2,
SOL,7375,Solomon,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,30.25861375,-97.68427486,2,
SOM,7376,San Tome,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,8.9384994,-64.1321204,2,
SON,7377,Luganville,VU,,Vanuatu,VUT,OCEA,,Oceania,OC,Oceania,1,-15.5121107,167.1784414,2,
SOO,7378,Soderhamn,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,61.2998501,17.0607599,2,
SOP,7379,Southern Pines,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,35.17441,-79.39147,2,
SOQ,7380,Sorong,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-0.8634105,131.2544805,2,
SOR,7381,Al Thaurah,SY,,Syria,SYR,MIDE,,Middle East,AS,Asia,1,36.9613831,41.0645402,2,
SOT,7382,Sodankyla,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,67.4189716,26.5902179,2,
SOU,7383,Southampton,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,50.9025349,-1.404189,2,
SOV,7384,Seldovia,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,59.43991,-151.71711,2,
SOW,7385,Show Low,US,US_AZ,U.S.A.,USA,NAME,Arizona,North America,AM,America,1,36.6453403,-93.3818523,2,
SOX,7386,Sogamoso,CO,,Colombia,COL,SAME,,South America,AM,America,1,5.7148307,-72.9279328,2,
SOY,7387,Stronsay,GB,GBSCO,United Kingdom,GBR,NEUR,Scotland,Northern Europe,EU,Europe,1,59.11661815,-2.562860969,2,
SOZ,7388,Solenzara,FR,FRCOR,France,FRA,WEUR,Corsica,Western Europe,EU,Europe,1,41.8562794,9.398569,2,
SPA,7389,Spartanburg,US,US_SC,U.S.A.,USA,NAME,South Carolina,North America,AM,America,1,36.9617114,-87.0047199,2,
STT,7390,Saint Thomas,VI,,US Virgin Islands,VIR,CRBN,,Caribbean,AM,America,1,18.34899,-64.93042,2,
SPC,7391,Santa Cruz De La Palma,ES,ESCAN,Spain,ESP,SEUR,Canary Islands,Southern Europe,EU,Europe,1,28.6832638,-17.7639637,2,
SPD,7392,Saidpur,BD,,Bangladesh,BGD,SASI,,South Asia,AS,Asia,1,23.2848263,90.8109105,2,
SPE,7393,Sepulot,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,34.883985,-76.818726,2,
SPF,7394,Spearfish,US,US_SD,U.S.A.,USA,NAME,South Dakota,North America,AM,America,1,44.4909,-103.85918,2,
SPH,7395,Sopu,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.9995989,147.5910822,2,
SPI,7396,Springfield,US,US_IL,U.S.A.,USA,NAME,Illinois,North America,AM,America,1,38.78030705,-75.10504898,2,
SPJ,7397,Sparta,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,37.0744494,22.4301778,2,
SPM,7398,Spangdahlem,DE,DERHI,Germany,DEU,WEUR,Rhineland Palatinate,Western Europe,EU,Europe,1,49.9833,6.68333,2,
SPN,7399,Saipan,MP,,Northern Mariana Islands,MNP,OCEA,,Oceania,OC,Oceania,1,15.20756,145.72108,2,
SPO,7400,San Pablo,ES,ESCAM,Spain,ESP,SEUR,Castile la Mancha,Southern Europe,EU,Europe,1,39.5393105,-4.3315902,2,
SPP,7401,Menongue,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-14.6610713,17.6820336,2,
SPQ,7402,San Pedro,US,US_CA,U.S.A.,USA,NAME,California,North America,AM,America,1,33.73788,-118.28373,2,
SPR,7403,San Pedro,BZ,,Belize,BLZ,CAME,,Central America,AM,America,1,17.9204087,-87.9621768,2,
SPT,7404,Sipitang,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,5.0761521,115.54973,2,
SPU,7405,Split,HR,,Croatia,HRV,SEUR,,Southern Europe,EU,Europe,1,43.5116383,16.4399659,2,
SPV,7406,Sepik Plains,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,2,
SPW,7407,Spencer,US,US_IA,U.S.A.,USA,NAME,Iowa,North America,AM,America,1,43.14187,-95.1447,2,
SPX,7408,Giza,EG,,Egypt,EGY,MIDE,,Middle East,AS,Asia,1,29.9870753,31.2118063,2,
SPY,7409,San Pedro,CI,,Ivory Coast,CIV,SAFR,,Subsaharan Africa,AF,Africa,1,4.7581592,-6.641549,2,
SPZ,7410,Springdale,US,US_AR,U.S.A.,USA,NAME,Arkansas,North America,AM,America,1,36.18836,-94.13021,2,
