CITYCODE,ID,CITYNAME,COUNTRYCODE,REGIONCODE,COUNTRYNAME,ISO_CODE,SUBCONTINENTCODE,REGIONNAME,SUBCONTINENTNAME,CONTINENTCODE,CONTINENTNAME,ACTIVESTATUS,LATITUDE_NUM,LONGITUDE_NUM,LOAD_TIME
KQR,4003,Kararra,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-28.20685,151.56463,
KQT,4004,Kurgon-Tyube,TJ,,Tajikistan,TJK,EEUR,,Central/Eastern Europe,EU,Europe,1,37.83472,68.77547,
KRA,4005,Kerang,AU,AUVIC,Australia,AUS,OCEA,Victoria,Oceania,OC,Oceania,1,-35.7338373,143.9204152,
KRB,4006,Karumba,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-17.4876079,140.8404027,
KRC,4007,Kerinci,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,0.3822856,101.8481376,
KRD,4008,Kurundi,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-20.45976,135.24641,
KRE,4009,Kirundo,BI,,Burundi,BDI,SAFR,,Subsaharan Africa,AF,Africa,1,-2.5853872,30.0933449,
KRF,4010,Kramfors,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,62.916667,17.666667,
KRG,4011,Karasabai,GY,,Guyana,GUY,SAME,,South America,AM,America,1,4.0335773,-59.5430785,
KRH,4012,Redhill,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,51.2404691,-0.1682816,
KRI,4013,Kikori,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.411888,144.2477457,
KRJ,4014,Karawari,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-4.6201539,143.4570908,
KRK,4015,Krakow,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,50.0619474,19.9368564,
KRL,4016,Korla,CN,CNXIN,China,CHN,NEAS,Xinjiang,North East Asia,AS,Asia,1,41.7238743,86.173541,
KRM,4017,Karanambo,GY,,Guyana,GUY,SAME,,South America,AM,America,1,37.63008,-81.78301,
KRN,4018,Kiruna,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,68.166667,19.5,
KRO,4019,Kurgan,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,55.4409357,65.3421169,
KRP,4020,Karup,DK,,Denmark,DNK,NEUR,,Northern Europe,EU,Europe,1,56.3111225,9.1706768,
KRQ,4021,Kramatorsk,UA,,Ukraine,UKR,EEUR,,Central/Eastern Europe,EU,Europe,1,48.7389415,37.5843812,
KRR,4022,Krasnodar,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,45.0351532,38.9772396,
KRS,4023,Kristiansand,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,58.0856276,7.931858029,
KRT,4024,Khartoum,SD,,Sudan,SDN,NAFR,,North Africa,AF,Africa,1,15.5635972,32.5349123,
KRU,4025,Kerau,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
KRV,4026,Kerio Valley,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,-32.38039,22.56941,
KRW,4027,Turkmanbashi,TM,,Turkmenistan,TKM,EEUR,,Central/Eastern Europe,EU,Europe,1,37.95121,58.39014,
KRX,4028,Kar Kar,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.2431602,143.5509523,
KRY,4029,Karamay,CN,CNXIN,China,CHN,NEAS,Xinjiang,North East Asia,AS,Asia,1,45.5778068,84.8867252,
KRZ,4030,Kiri,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,-1.44521,-1.495603,
KSA,4031,Kosrae Caroline Islands,FM,,Micronesia,FSM,OCEA,,Oceania,OC,Oceania,1,7.2446933,6.8734579,
KSB,4032,Kasanombe,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.3818012,146.9779783,
KSC,4033,Kosice,SK,,Slovakia,SVK,EEUR,,Central/Eastern Europe,EU,Europe,1,48.7172272,21.2496774,
KSD,4034,Karlstad,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,59.3809146,13.5027631,
KSE,4035,Kasese,UG,,Uganda,UGA,SAFR,,Subsaharan Africa,AF,Africa,1,0.1723828,30.085695,
KSF,4036,Kassel,DE,DEHES,Germany,DEU,WEUR,Hesse,Western Europe,EU,Europe,1,51.3154546,9.4924096,
KSG,4037,Kisengan,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.3587004,146.7049056,
KSH,4038,Kermanshah,IR,,Iran,IRN,SASI,,South Asia,AS,Asia,1,34.3239414,47.0735891,
KSI,4039,Kissidougou,GN,,Guinea,GIN,SAFR,,Subsaharan Africa,AF,Africa,1,9.192389,-10.098269,
KSJ,4040,Kasos Island,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,41.69661,-71.74609,
KSK,4041,Karlskoga,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,59.3291667,14.5176911,
KSL,4042,Kassala,SD,,Sudan,SDN,NAFR,,North Africa,AF,Africa,1,15.452011,36.3770699,
KSM,4043,Saint Mary's,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,62.05057,-163.17964,
KSN,4044,Kostanay,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,53.2146604,63.632607,
KSO,4045,Kastoria,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,40.5216297,21.2636522,
KSP,4046,Kosipe,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
KSQ,4047,Karshi,UZ,,Uzbekistan,UZB,EEUR,,Central/Eastern Europe,EU,Europe,1,41.3026445,69.5417981,
KSR,4048,Sulawesi Island,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-2.728,118.9307,
KSS,4049,Sikasso,ML,,Mali,MLI,SAFR,,Subsaharan Africa,AF,Africa,1,11.3165531,-5.6777526,
KST,4050,Kosti,SD,,Sudan,SDN,NAFR,,North Africa,AF,Africa,1,13.399,23.1464087,
KSU,4051,Kristiansund,NO,,Norway,NOR,NEUR,,Northern Europe,EU,Europe,1,63.2168194,7.545258997,
KSV,4052,Springvale,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-37.9456253,145.1580111,
KSW,4053,Kiryat Shmona,IL,,Israel,ISR,SEUR,,Southern Europe,EU,Europe,1,33.2107571,35.5748335,
KSX,4054,Yasuru,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.6028871,146.1800796,
KSY,4055,Kars,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,40.6076749,43.0948497,
KSZ,4056,Kotlas,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,61.252151,46.647629,
KTA,4057,Karratha,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-20.7370067,116.8478592,
KTB,4058,Thorne Bay,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,39.5604355,-89.27352454,
KTC,4059,Katiola,CI,,Ivory Coast,CIV,SAFR,,Subsaharan Africa,AF,Africa,1,8.0912137,-5.150708249,
KTD,4060,Kitadaito,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,25.944461,131.30119,
KTE,4061,Kerteh,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,4.5083051,103.4418038,
KTF,4062,Takaka,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-40.8574983,172.8062424,
KTG,4063,Ketapang,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-6.8942334,113.2829191,
KTH,4064,Tikchik,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,61.19924,-149.74257,
KTI,4065,Kratie,KH,,Cambodia,KHM,SEAS,,South East Asia,AS,Asia,1,12.4889566,106.0200894,
KTK,4066,Kanua,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
KTL,4067,Kitale,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,1.018076,35.000236,
KTM,4068,Kathmandu,NP,,Nepal,NPL,SASI,,South Asia,AS,Asia,1,27.708317,85.3205817,
KTN,4069,Ketchikan,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,30.5560469,-91.19319048,
KTO,4070,Kato,GY,,Guyana,GUY,SAME,,South America,AM,America,1,4.6569638,-59.8238102,
KTQ,4071,Kitee,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,62.1001947,30.1356168,
KTR,4072,Katherine,AU,AUNOT,Australia,AUS,OCEA,Northern Territory,Oceania,OC,Oceania,1,-14.4646157,132.2635993,
KTS,4073,Teller Mission,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,65.26379,-166.36261,
KTT,4074,Kittila,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,67.651985,24.9095086,
KTU,4075,Kota,IN,INRAJ,India,IND,SASI,Rajasthan,South Asia,AS,Asia,1,25.1737019,75.8574194,
KTV,4076,Kamarata,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,5.7181109,-62.344289,
KTW,4077,Katowice,PL,,Poland,POL,EEUR,,Central/Eastern Europe,EU,Europe,1,50.2598987,19.0215852,
KTX,4078,Koutiala,ML,,Mali,MLI,SAFR,,Subsaharan Africa,AF,Africa,1,12.3894818,-5.4639199,
KTY,4079,Katukurunda,LK,,Sri Lanka,LKA,SASI,,South Asia,AS,Asia,1,6.5613291,79.9687314,
KTZ,4080,Kwun Tong,HK,,Hong Kong,HKG,NEAS,,North East Asia,AS,Asia,1,22.3105698,114.2305985,
KUA,4081,Kuantan,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,3.7985637,103.32199,
KUB,4082,Kuala Belait,BN,,Brunei,BRN,SEAS,,South East Asia,AS,Asia,1,4.5845101,114.1932373,
KUC,4083,Kuria,KI,,Kiribati,KIR,OCEA,,Oceania,OC,Oceania,1,0.2470592,173.3256543,
KUD,4084,Kudat,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,6.8830259,116.8493801,
KUE,4085,Kukundu,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-9.6188478,160.1732178,
KUF,4086,Samara,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,53.198627,50.113987,
KUG,4087,Kubin Island,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-9.59059,143.75743,
KUH,4088,Kushiro,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,42.9849503,144.3820491,
KUI,4089,Kawau Island,NZ,,New Zealand,NZL,OCEA,,Oceania,OC,Oceania,1,-36.4087842,174.8535534,
KUJ,4090,Kushimoto,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,33.4764838,135.7786103,
KUK,4091,Kasigluk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,31.6988793,-112.0452237,
KUL,4092,Kuala Lumpur,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,3.1516964,101.6942371,
KUM,4093,Yakushima,JP,,Japan,JPN,NEAS,,North East Asia,AS,Asia,1,30.347925,130.5244832,
KUN,4094,Kaunas,LT,,Lithuania,LTU,EEUR,,Central/Eastern Europe,EU,Europe,1,54.8982139,23.9044817,
KUO,4095,Kuopio,FI,,Finland,FIN,NEUR,,Northern Europe,EU,Europe,1,62.82411705,27.59320057,
KUP,4096,Kupiano,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-10.074722,148.1838983,
KUQ,4097,Kuri,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.1275134,143.2778916,
KUR,4098,Kuran-O-Munjan,AF,,Afghanistan,AFG,SASI,,South Asia,AS,Asia,1,33.7680054,66.2385101,
KUS,4099,Kulusuk,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,65.5756356,-37.1869257,
KUT,4100,Kutaisi,GE,,Georgia,GEO,EEUR,,Central/Eastern Europe,EU,Europe,1,42.2588629,42.66299197,
KUU,4101,Kulu,IN,INHIM,India,IND,SASI,Himachal Pradesh,South Asia,AS,Asia,1,29.6666319,79.5979857,
KUV,4102,Gunsan,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,35.9679984,126.7369036,
KUX,4103,Kuyol,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
KUY,4104,Kamusi,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.4257071,143.1231321,
KUZ,4105,Kuummiit,GL,,Greenland,GRL,NEUR,,Northern Europe,EU,Europe,1,65.8644613,-37.0042682,
KVA,4106,Kavala,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,40.9369224,24.4122766,
KVB,4107,Skovde,SE,,Sweden,SWE,NEUR,,Northern Europe,EU,Europe,1,58.3896329,13.8456344,
KVC,4108,King Cove,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,55.05551,-162.31004,
KVE,4109,Kitava,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-8.62377115,151.3327465,
KVG,4110,Kavieng,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-2.573474,150.795224,
KVK,4111,Kirovsk,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,59.8813954,30.9855331,
KVL,4112,Kivalina,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,67.72911,-164.54505,
KVM,4113,Markovo,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,58.163502,42.3064,
KVN,4114,Kunshan,CN,CNJIA,China,CHN,NEAS,Jiangsu,North East Asia,AS,Asia,1,31.3869323,120.9764683,
KVO,4115,Kraljevo,RS,,Serbia,SRB,SEUR,,Southern Europe,EU,Europe,1,43.7234519,20.6870792,
KVR,4116,Kavalerovo,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,44.2673637,135.0554977,
KVU,4117,Korolevu,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-18.3800814,178.1311425,
KVX,4118,Kirov,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,58.6035661,49.6666241,
KWA,4119,Kwajalein,MH,,Marshall Islands,MHL,OCEA,,Oceania,OC,Oceania,1,8.7306189,167.7392822,
KWB,4120,Karimunjawa,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-5.8796265,110.4329073,
KWD,4121,Kawadjia,CF,,Central African Republic,CAF,SAFR,,Subsaharan Africa,AF,Africa,1,7.0323596,19.9981232,
KWF,4122,Waterfall,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,55.48885,-131.75706,
KWG,4123,Krivoy Rog,UA,,Ukraine,UKR,EEUR,,Central/Eastern Europe,EU,Europe,1,47.9102734,33.3917703,
KWH,4124,Khwahan,AF,,Afghanistan,AFG,SASI,,South Asia,AS,Asia,1,37.889653,70.218753,
KWI,4125,Kuwait,KW,,Kuwait,KWT,MIDE,,Middle East,AS,Asia,1,29.3796532,47.9734174,
KWJ,4126,Gwangju,KR,,South Korea,KOR,NEAS,,North East Asia,AS,Asia,1,35.1594647,126.8515034,
KWK,4127,Kwigillingok,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,59.86483,-163.15894,
KWM,4128,Kowanyama,AU,AUQLD,Australia,AUS,OCEA,Queensland,Oceania,OC,Oceania,1,-15.2749595,141.8179361,
KWN,4129,Quinhagak,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,59.74939,-161.90597,
KWO,4130,Kawito,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
KWP,4131,West Point,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.50221,-151.13511,
KWR,4132,Kwai Harbour,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,-9.6188478,160.1732178,
KWS,4133,Kwailibesi,SB,,Solomon Islands,SLB,OCEA,,Oceania,OC,Oceania,1,45.5998224,20.01633758,
KWT,4134,Kwethluk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,60.81038,-161.42596,
KWV,4135,Kurwina,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
KWX,4136,Kiwai Island,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-8.55241105,143.4399104,
KWY,4137,Kiwayu,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,-2.00186565,41.27821636,
KWZ,4138,Kolwezi,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,-10.50458,-10.7169952,
KXA,4139,Kasaan,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,55.54143,-132.39898,
KXB,4140,Kolaka,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-4.059702,121.605559,
KXD,4141,Kondinskoye,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,59.651791,67.411819,
KXE,4142,Klerksdorp,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-26.8625383,26.6656814,
KXF,4143,Koro Island,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-17.32031955,179.4046214,
KXK,4144,Komsomolsk Na Amure,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,50.5497277,137.0099189,
KXN,4145,Kendal,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,54.3289795,-2.747183,
KXO,4146,Kisoro,UG,,Uganda,UGA,SAFR,,Subsaharan Africa,AF,Africa,1,-1.2822138,29.6926665,
KXR,4147,Karoola,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.6816068,144.2489014,
KXU,4148,Katiu,PF,,French Polynesia,PYF,OCEA,,Oceania,OC,Oceania,1,-16.36613,-144.35608,
KYA,4149,Konya,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,37.872734,32.4924376,
KYD,4150,Orchid Island,TW,,Taiwan,TWN,NEAS,,North East Asia,AS,Asia,1,22.04384985,121.5422433,
KYE,4151,Tripoli,LB,,Lebanon,LBN,MIDE,,Middle East,AS,Asia,1,34.4373616,35.8348551,
KYF,4152,Yeelirrie,AU,AUWEA,Australia,AUS,OCEA,Western Australia,Oceania,OC,Oceania,1,-27.02357,120.15024,
KYI,4153,Yalata Mission,AU,AUSOA,Australia,AUS,OCEA,South Australia,Oceania,OC,Oceania,1,-34.92586,138.5998,
KYK,4154,Karluk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,57.56413,-154.43585,
KYN,4155,Milton Keynes,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,52.0406502,-0.7594092,
KYP,4156,Kyaukpyu,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,19.4266675,93.5479844,
KYS,4157,Kayes,ML,,Mali,MLI,SAFR,,Subsaharan Africa,AF,Africa,1,14.443406,-11.437914,
KYT,4158,Kyaukhtu,MM,,Myanmar,MMR,SEAS,,South East Asia,AS,Asia,1,21.4087795,94.1349581,
KYU,4159,Koyukuk,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,64.88197,-157.70186,
KYX,4160,Yalumet,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.0923342,147.0123801,
KYZ,4161,Kyzyl,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,51.719079,94.4300679,
KZB,4162,Zachar Bay,US,US_AK,U.S.A.,USA,NAME,Alaska,North America,AM,America,1,58.29973,-134.40679,
KZC,4163,Kompong-Chhna,KH,,Cambodia,KHM,SEAS,,South East Asia,AS,Asia,1,12.05515,105.06777,
KZD,4164,Krakor,KH,,Cambodia,KHM,SEAS,,South East Asia,AS,Asia,1,12.5287279,104.2100448,
KZF,4165,Kaintiba,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-7.4999188,146.0344722,
KZG,4166,Kitzingen,DE,DEBAV,Germany,DEU,WEUR,Bavaria,Western Europe,EU,Europe,1,49.7339751,10.161216,
KZI,4167,Kozani,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,40.3007259,21.7883119,
KZN,4168,Kazan,RU,,Russia,RUS,EEUR,,Central/Eastern Europe,EU,Europe,1,55.7823547,49.1242266,
KZO,4169,Kzyl-Orda,KZ,,Kazakhstan,KAZ,EEUR,,Central/Eastern Europe,EU,Europe,1,48.7673,47.43136,
KZR,4170,Kutahya,TR,,Turkiye,TUR,SEUR,,Southern Europe,EU,Europe,1,39.4199106,29.9857886,
KZS,4171,Kastellorizo,GR,,Greece,GRC,SEUR,,Southern Europe,EU,Europe,1,36.1485617,29.5897107,
WUZ,4172,Wuzhou,CN,CNGXI,China,CHN,NEAS,Guangxi,North East Asia,AS,Asia,1,23.478767,111.277099,
LAA,4173,Lamar,US,US_CO,U.S.A.,USA,NAME,Colorado,North America,AM,America,1,34.71084635,-118.4330641,
LAB,4174,Lablab,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-5.7236497,148.0634206,
LAC,4175,Pulau Layang-Layang,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,7.3759207,113.8038694,
LAD,4176,Luanda,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-8.8272699,13.2439512,
LAE,4177,Lae,PG,,Papua New Guinea,PNG,OCEA,,Oceania,OC,Oceania,1,-6.7301976,147.0008109,
LAF,4178,Lafayette,US,US_IN,U.S.A.,USA,NAME,Indiana,North America,AM,America,1,29.97629495,-98.91741668,
LAG,4179,La Guaira,VE,,Venezuela,VEN,SAME,,South America,AM,America,1,10.6000384,-66.9296405,
LAH,4180,Labuha,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-0.6008765,127.5065808,
LAI,4181,Lannion,FR,FRBRI,France,FRA,WEUR,Brittany,Western Europe,EU,Europe,1,48.7322183,-3.4587994,
LAK,4182,Aklavik,CA,CA_NT,Canada,CAN,NAME,Northwest Territories,North America,AM,America,1,68.2182579,-135.013585,
LAL,4183,Lakeland,US,US_FL,U.S.A.,USA,NAME,Florida,North America,AM,America,1,46.52399025,-120.7442878,
LAM,4184,Los Alamos,US,US_NM,U.S.A.,USA,NAME,New Mexico,North America,AM,America,1,35.88101,-106.30522,
LAN,4185,Lansing,US,US_MI,U.S.A.,USA,NAME,Michigan,North America,AM,America,1,42.73194,-84.55225,
LAO,4186,Laoag,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,18.1973235,120.5935433,
LAP,4187,La Paz,MX,,Mexico,MEX,NAME,,North America,AM,America,1,24.1619948,-110.3158532,
LAQ,4188,Beida,LY,,Libya,LBY,MIDE,,Middle East,AS,Asia,1,32.7609529,21.7577175,
LAR,4189,Laramie,US,US_WY,U.S.A.,USA,NAME,Wyoming,North America,AM,America,1,34.2653844,-88.7397758,
LAU,4190,Lamu,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,-2.2675396,40.9010641,
LVA,4191,Laval,FR,FRPAY,France,FRA,WEUR,Pays de la Loire,Western Europe,EU,Europe,1,48.0706687,-0.7734022,
LAW,4192,Lawton,US,US_OK,U.S.A.,USA,NAME,Oklahoma,North America,AM,America,1,35.7631227,-88.6053317,
LAY,4193,Ladysmith,ZA,,South Africa,ZAF,SAFR,,Subsaharan Africa,AF,Africa,1,-28.551944,29.778333,
LAZ,4194,Bom Jesus Da Lapa,BR,BR_BA,Brazil,BRA,SAME,Bahia,South America,AM,America,1,-13.2498754,-43.4101019,
LBA,4195,Leeds,GB,GBENG,United Kingdom,GBR,NEUR,England,Northern Europe,EU,Europe,1,53.7974185,-1.5437941,
LBB,4196,Lubbock,US,US_TX,U.S.A.,USA,NAME,Texas,North America,AM,America,1,33.58451,-101.84462,
LBD,4197,Khujand,TJ,,Tajikistan,TJK,EEUR,,Central/Eastern Europe,EU,Europe,1,40.2844189,69.6191669,
LBE,4198,Latrobe,US,US_PA,U.S.A.,USA,NAME,Pennsylvania,North America,AM,America,1,40.31678,-79.38512,
LBF,4199,North Platte,US,US_NE,U.S.A.,USA,NAME,Nebraska,North America,AM,America,1,41.13632,-100.76333,
SYD,4200,Sydney,AU,AUNSW,Australia,AUS,OCEA,New South Wales,Oceania,OC,Oceania,1,-33.768528,150.956856,
LBI,4201,Albi,FR,FRLAN,France,FRA,WEUR,Occitania,Western Europe,EU,Europe,1,43.9277552,2.147899,
LBJ,4202,Labuan Bajo,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,-8.4944201,119.8855688,
LBK,4203,Liboi,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,0.4002038,40.9520422,
LBL,4204,Liberal,US,US_KS,U.S.A.,USA,NAME,Kansas,North America,AM,America,1,37.0324,-100.9268,
LBM,4205,Luabo,MZ,,Mozambique,MOZ,SAFR,,Subsaharan Africa,AF,Africa,1,-18.394458,36.0955292,
LBN,4206,Lake Baringo,KE,,Kenya,KEN,SAFR,,Subsaharan Africa,AF,Africa,1,0.6184995,36.11828845,
LBO,4207,Lusambo,CD,,Congo,COD,SAFR,,Subsaharan Africa,AF,Africa,1,-4.97066,-4.9736385,
LBP,4208,Long Banga,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,3.2034215,115.3941212,
LBQ,4209,Lambarene,GA,,Gabon,GAB,SAFR,,Subsaharan Africa,AF,Africa,1,-0.6942603,10.2236482,
LBR,4210,Labrea,BR,BR_AM,Brazil,BRA,SAME,Amazonas,South America,AM,America,1,-7.2613683,-64.7924505,
LBS,4211,Labasa,FJ,,Fiji,FJI,OCEA,,Oceania,OC,Oceania,1,-16.4332753,179.3664854,
LBT,4212,Lumberton,US,US_NC,U.S.A.,USA,NAME,North Carolina,North America,AM,America,1,34.61898,-79.01398,
LBU,4213,Labuan,MY,,Malaysia,MYS,SEAS,,South East Asia,AS,Asia,1,5.317403,115.2189408,
LBV,4214,Libreville,GA,,Gabon,GAB,SAFR,,Subsaharan Africa,AF,Africa,1,0.4086518,9.4418849,
LBW,4215,Long Bawan,ID,,Indonesia,IDN,SEAS,,South East Asia,AS,Asia,1,3.9064668,115.6982418,
LBX,4216,Lubang,PH,,Philippines,PHL,SEAS,,South East Asia,AS,Asia,1,13.8592951,120.1227812,
LBY,4217,La Baule Escoublac,FR,FRPAY,France,FRA,WEUR,Pays de la Loire,Western Europe,EU,Europe,1,47.2843726,-2.3951595,
LBZ,4218,Lukapa,AO,,Angola,AGO,SAFR,,Subsaharan Africa,AF,Africa,1,-8.4195244,20.7410918,
LCA,4219,Larnaca,CY,,Cyprus,CYP,SEUR,,Southern Europe,EU,Europe,1,34.9236095,33.6236184,
LCB,4220,Pontes-e-Lacerda,BR,BR_MT,Brazil,BRA,SAME,Mato Grosso,South America,AM,America,1,-15.2315171,-59.3349512,
